_id;missionId;split;promoName;missionLevel;missionType;missionSubType;slotId;timeLimit;spinsLimit;progressTotal;rewardCoins;rewardGems;rewardUP;rewardSlot;reels;lockHealth;creatures;minVersion;graphicType;bet;rewardStatusPoints;params;isHighRoller;customOrder;
;50046833;16;FeaturedSlot_Mummy_iOS_16;148;winCoins;0;Mummy;0;0;13000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046834;16;FeaturedSlot_Mummy_iOS_16;149;doSpins;0;Mummy;0;0;185;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046835;16;FeaturedSlot_Mummy_iOS_16;150;doSpins;0;Mummy;0;0;175;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046836;16;FeaturedSlot_Mummy_iOS_16;151;winCoins;0;Mummy;0;0;8700000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046837;16;FeaturedSlot_Mummy_iOS_16;152;doSpins;0;Mummy;0;0;180;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046838;16;FeaturedSlot_Mummy_iOS_16;153;winCoins;0;Mummy;0;0;6800000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046839;16;FeaturedSlot_Mummy_iOS_16;154;doSpins;0;Mummy;0;0;175;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046840;16;FeaturedSlot_Mummy_iOS_16;155;winCoins;0;Mummy;0;0;11000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046841;16;FeaturedSlot_Mummy_iOS_16;156;doSpins;0;Mummy;0;0;180;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046842;16;FeaturedSlot_Mummy_iOS_16;158;doSpins;0;Mummy;0;0;165;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046843;16;FeaturedSlot_Mummy_iOS_16;159;winCoins;0;Mummy;0;0;12000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046844;16;FeaturedSlot_Mummy_iOS_16;160;winCoins;0;Mummy;0;0;15000000000;15000000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046845;16;FeaturedSlot_Mummy_iOS_16;163;winCoins;0;Mummy;0;0;13000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046846;16;FeaturedSlot_Mummy_iOS_16;164;doSpins;0;Mummy;0;0;180;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046847;16;FeaturedSlot_Mummy_iOS_16;165;winCoins;0;Mummy;0;0;8500000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046848;16;FeaturedSlot_Mummy_iOS_16;166;doSpins;0;Mummy;0;0;175;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046849;16;FeaturedSlot_Mummy_iOS_16;167;doSpins;0;Mummy;0;0;205;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046850;16;FeaturedSlot_Mummy_iOS_16;168;winCoins;0;Mummy;0;0;11000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046851;16;FeaturedSlot_Mummy_iOS_16;169;doSpins;0;Mummy;0;0;165;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046852;16;FeaturedSlot_Mummy_iOS_16;170;doSpins;0;Mummy;0;0;205;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046853;16;FeaturedSlot_Mummy_iOS_16;171;winCoins;0;Mummy;0;0;8100000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046854;16;FeaturedSlot_Mummy_iOS_16;173;doSpins;0;Mummy;0;0;170;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046855;16;FeaturedSlot_Mummy_iOS_16;174;winCoins;0;Mummy;0;0;8200000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046856;16;FeaturedSlot_Mummy_iOS_16;175;winCoins;0;Mummy;0;0;12000000000;15000000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046857;16;FeaturedSlot_Mummy_iOS_16;178;winCoins;0;Mummy;0;0;14000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046858;16;FeaturedSlot_Mummy_iOS_16;179;doSpins;0;Mummy;0;0;185;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046859;16;FeaturedSlot_Mummy_iOS_16;180;winCoins;0;Mummy;0;0;8600000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046860;16;FeaturedSlot_Mummy_iOS_16;181;doSpins;0;Mummy;0;0;180;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046861;16;FeaturedSlot_Mummy_iOS_16;182;doSpins;0;Mummy;0;0;205;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046862;16;FeaturedSlot_Mummy_iOS_16;183;winCoins;0;Mummy;0;0;3400000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046863;16;FeaturedSlot_Mummy_iOS_16;184;doSpins;0;Mummy;0;0;180;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046864;16;FeaturedSlot_Mummy_iOS_16;185;doSpins;0;Mummy;0;0;185;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046865;16;FeaturedSlot_Mummy_iOS_16;186;doSpins;0;Mummy;0;0;165;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046866;16;FeaturedSlot_Mummy_iOS_16;188;doSpins;0;Mummy;0;0;205;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046867;16;FeaturedSlot_Mummy_iOS_16;189;winCoins;0;Mummy;0;0;9800000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046868;16;FeaturedSlot_Mummy_iOS_16;190;winCoins;0;Mummy;0;0;13000000000;15000000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046869;16;FeaturedSlot_Mummy_iOS_16;193;doSpins;0;Mummy;0;0;180;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046870;16;FeaturedSlot_Mummy_iOS_16;194;winCoins;0;Mummy;0;0;14000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046871;16;FeaturedSlot_Mummy_iOS_16;195;winCoins;0;Mummy;0;0;7300000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046872;16;FeaturedSlot_Mummy_iOS_16;196;doSpins;0;Mummy;0;0;175;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046873;16;FeaturedSlot_Mummy_iOS_16;197;doSpins;0;Mummy;0;0;180;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046874;16;FeaturedSlot_Mummy_iOS_16;198;winCoins;0;Mummy;0;0;8000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046875;16;FeaturedSlot_Mummy_iOS_16;199;doSpins;0;Mummy;0;0;180;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046876;16;FeaturedSlot_Mummy_iOS_16;200;doSpins;0;Mummy;0;0;175;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046877;16;FeaturedSlot_Mummy_iOS_16;201;winCoins;0;Mummy;0;0;13000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046878;16;FeaturedSlot_Mummy_iOS_16;203;doSpins;0;Mummy;0;0;185;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046879;16;FeaturedSlot_Mummy_iOS_16;204;winCoins;0;Mummy;0;0;6700000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046880;16;FeaturedSlot_Mummy_iOS_16;205;winCoins;0;Mummy;0;0;19000000000;15000000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046881;16;FeaturedSlot_Mummy_iOS_16;208;doSpins;0;Mummy;0;0;165;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046882;16;FeaturedSlot_Mummy_iOS_16;209;winCoins;0;Mummy;0;0;15000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046883;16;FeaturedSlot_Mummy_iOS_16;210;winCoins;0;Mummy;0;0;10000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046884;16;FeaturedSlot_Mummy_iOS_16;211;doSpins;0;Mummy;0;0;175;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046885;16;FeaturedSlot_Mummy_iOS_16;212;doSpins;0;Mummy;0;0;205;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046886;16;FeaturedSlot_Mummy_iOS_16;213;winCoins;0;Mummy;0;0;5800000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046887;16;FeaturedSlot_Mummy_iOS_16;214;doSpins;0;Mummy;0;0;175;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046888;16;FeaturedSlot_Mummy_iOS_16;215;doSpins;0;Mummy;0;0;185;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046889;16;FeaturedSlot_Mummy_iOS_16;216;winCoins;0;Mummy;0;0;17000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046890;16;FeaturedSlot_Mummy_iOS_16;218;doSpins;0;Mummy;0;0;175;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046891;16;FeaturedSlot_Mummy_iOS_16;219;winCoins;0;Mummy;0;0;7800000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046892;16;FeaturedSlot_Mummy_iOS_16;220;winCoins;0;Mummy;0;0;19000000000;15000000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046893;16;FeaturedSlot_Mummy_iOS_16;223;doSpins;0;Mummy;0;0;165;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046894;16;FeaturedSlot_Mummy_iOS_16;224;winCoins;0;Mummy;0;0;16000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046895;16;FeaturedSlot_Mummy_iOS_16;225;winCoins;0;Mummy;0;0;5600000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046896;16;FeaturedSlot_Mummy_iOS_16;226;doSpins;0;Mummy;0;0;180;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046897;16;FeaturedSlot_Mummy_iOS_16;227;doSpins;0;Mummy;0;0;175;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046898;16;FeaturedSlot_Mummy_iOS_16;228;winCoins;0;Mummy;0;0;6300000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046899;16;FeaturedSlot_Mummy_iOS_16;229;doSpins;0;Mummy;0;0;165;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046900;16;FeaturedSlot_Mummy_iOS_16;230;doSpins;0;Mummy;0;0;165;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046901;16;FeaturedSlot_Mummy_iOS_16;231;winCoins;0;Mummy;0;0;9300000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046902;16;FeaturedSlot_Mummy_iOS_16;233;doSpins;0;Mummy;0;0;165;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046903;16;FeaturedSlot_Mummy_iOS_16;234;winCoins;0;Mummy;0;0;7400000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046904;16;FeaturedSlot_Mummy_iOS_16;235;winCoins;0;Mummy;0;0;14000000000;15000000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046905;16;FeaturedSlot_Mummy_iOS_16;238;doSpins;0;Mummy;0;0;180;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046906;16;FeaturedSlot_Mummy_iOS_16;239;winCoins;0;Mummy;0;0;14000000000;15000000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046907;16;FeaturedSlot_Mummy_iOS_16;240;winCoins;0;Mummy;0;0;17000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046908;16;FeaturedSlot_Mummy_iOS_16;241;doSpins;0;Mummy;0;0;180;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046909;16;FeaturedSlot_Mummy_iOS_16;242;doSpins;0;Mummy;0;0;185;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046910;16;FeaturedSlot_Mummy_iOS_16;243;winCoins;0;Mummy;0;0;9000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046911;16;FeaturedSlot_Mummy_iOS_16;244;doSpins;0;Mummy;0;0;180;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046912;16;FeaturedSlot_Mummy_iOS_16;245;doSpins;0;Mummy;0;0;165;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046913;16;FeaturedSlot_Mummy_iOS_16;246;winCoins;0;Mummy;0;0;13000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046914;16;FeaturedSlot_Mummy_iOS_16;247;doSpins;0;Mummy;0;0;185;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046915;16;FeaturedSlot_Mummy_iOS_16;248;winCoins;0;Mummy;0;0;12000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046916;16;FeaturedSlot_Mummy_iOS_16;249;winCoins;0;Mummy;0;0;19000000000;15000000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046917;16;FeaturedSlot_Mummy_iOS_16;250;doSpins;0;Mummy;0;0;165;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046918;16;FeaturedSlot_Mummy_iOS_16;251;doSpins;0;Mummy;0;0;180;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046919;16;FeaturedSlot_Mummy_iOS_16;252;winCoins;0;Mummy;0;0;26000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046920;16;FeaturedSlot_Mummy_iOS_16;253;doSpins;0;Mummy;0;0;180;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046921;16;FeaturedSlot_Mummy_iOS_16;254;winCoins;0;Mummy;0;0;9000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046922;16;FeaturedSlot_Mummy_iOS_16;255;winCoins;0;Mummy;0;0;11000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046923;16;FeaturedSlot_Mummy_iOS_16;256;doSpins;0;Mummy;0;0;185;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046924;16;FeaturedSlot_Mummy_iOS_16;257;winCoins;0;Mummy;0;0;10000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046925;16;FeaturedSlot_Mummy_iOS_16;259;winCoins;0;Mummy;0;0;11000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046926;16;FeaturedSlot_Mummy_iOS_16;260;winCoins;0;Mummy;0;0;32000000000;15000000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046927;16;FeaturedSlot_Mummy_iOS_16;263;doSpins;0;Mummy;0;0;170;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046928;16;FeaturedSlot_Mummy_iOS_16;264;winCoins;0;Mummy;0;0;13000000000;15000000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046929;16;FeaturedSlot_Mummy_iOS_16;265;winCoins;0;Mummy;0;0;7200000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046930;16;FeaturedSlot_Mummy_iOS_16;266;doSpins;0;Mummy;0;0;165;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046931;16;FeaturedSlot_Mummy_iOS_16;267;doSpins;0;Mummy;0;0;170;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046932;16;FeaturedSlot_Mummy_iOS_16;268;winCoins;0;Mummy;0;0;7900000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046933;16;FeaturedSlot_Mummy_iOS_16;269;doSpins;0;Mummy;0;0;165;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046934;16;FeaturedSlot_Mummy_iOS_16;270;doSpins;0;Mummy;0;0;170;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046935;16;FeaturedSlot_Mummy_iOS_16;271;winCoins;0;Mummy;0;0;19000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046936;16;FeaturedSlot_Mummy_iOS_16;272;doSpins;0;Mummy;0;0;180;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046937;16;FeaturedSlot_Mummy_iOS_16;273;winCoins;0;Mummy;0;0;10000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046938;16;FeaturedSlot_Mummy_iOS_16;274;winCoins;0;Mummy;0;0;33000000000;15000000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046939;16;FeaturedSlot_Mummy_iOS_16;275;doSpins;0;Mummy;0;0;165;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046940;16;FeaturedSlot_Mummy_iOS_16;276;doSpins;0;Mummy;0;0;165;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046941;16;FeaturedSlot_Mummy_iOS_16;277;winCoins;0;Mummy;0;0;18000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046942;16;FeaturedSlot_Mummy_iOS_16;278;doSpins;0;Mummy;0;0;185;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046943;16;FeaturedSlot_Mummy_iOS_16;279;winCoins;0;Mummy;0;0;8500000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046944;16;FeaturedSlot_Mummy_iOS_16;280;winCoins;0;Mummy;0;0;10000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046945;16;FeaturedSlot_Mummy_iOS_16;281;doSpins;0;Mummy;0;0;185;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046946;16;FeaturedSlot_Mummy_iOS_16;282;winCoins;0;Mummy;0;0;13000000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046947;16;FeaturedSlot_Mummy_iOS_16;284;winCoins;0;Mummy;0;0;8300000000;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046948;16;FeaturedSlot_Mummy_iOS_16;285;winCoins;0;Mummy;0;0;19000000000;15000000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046949;16;FeaturedSlot_Mummy_iOS_16;288;doSpins;0;Mummy;0;0;170;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046950;16;FeaturedSlot_Mummy_iOS_16;289;winCoins;0;Mummy;0;0;24000000000;30000000;3;1;;[];[];[];1.60.0;2;20000000;1;[];0;0;
;50046951;16;FeaturedSlot_Mummy_iOS_16;290;winCoins;0;Mummy;0;0;8000000000;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046952;16;FeaturedSlot_Mummy_iOS_16;291;doSpins;0;Mummy;0;0;185;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046953;16;FeaturedSlot_Mummy_iOS_16;292;doSpins;0;Mummy;0;0;170;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046954;16;FeaturedSlot_Mummy_iOS_16;293;winCoins;0;Mummy;0;0;10000000000;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046955;16;FeaturedSlot_Mummy_iOS_16;294;doSpins;0;Mummy;0;0;180;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046956;16;FeaturedSlot_Mummy_iOS_16;295;doSpins;0;Mummy;0;0;205;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046957;16;FeaturedSlot_Mummy_iOS_16;296;winCoins;0;Mummy;0;0;12000000000;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046958;16;FeaturedSlot_Mummy_iOS_16;297;doSpins;0;Mummy;0;0;185;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046959;16;FeaturedSlot_Mummy_iOS_16;298;winCoins;0;Mummy;0;0;12000000000;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046960;16;FeaturedSlot_Mummy_iOS_16;299;winCoins;0;Mummy;0;0;46000000000;30000000;3;1;;[];[];[];1.60.0;2;20000000;1;[];0;0;
;50046961;16;FeaturedSlot_Mummy_iOS_16;300;doSpins;0;Mummy;0;0;165;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046962;16;FeaturedSlot_Mummy_iOS_16;301;doSpins;0;Mummy;0;0;205;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046963;16;FeaturedSlot_Mummy_iOS_16;302;winCoins;0;Mummy;0;0;13000000000;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046964;16;FeaturedSlot_Mummy_iOS_16;303;doSpins;0;Mummy;0;0;145;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046965;16;FeaturedSlot_Mummy_iOS_16;304;winCoins;0;Mummy;0;0;8700000000;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046966;16;FeaturedSlot_Mummy_iOS_16;305;winCoins;0;Mummy;0;0;14000000000;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046967;16;FeaturedSlot_Mummy_iOS_16;306;doSpins;0;Mummy;0;0;165;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046968;16;FeaturedSlot_Mummy_iOS_16;307;winCoins;0;Mummy;0;0;18000000000;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046969;16;FeaturedSlot_Mummy_iOS_16;309;winCoins;0;Mummy;0;0;8200000000;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046970;16;FeaturedSlot_Mummy_iOS_16;310;winCoins;0;Mummy;0;0;36000000000;30000000;3;1;;[];[];[];1.60.0;2;20000000;1;[];0;0;
;50046971;16;FeaturedSlot_Mummy_iOS_16;313;doSpins;0;Mummy;0;0;170;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046972;16;FeaturedSlot_Mummy_iOS_16;314;winCoins;0;Mummy;0;0;15000000000;30000000;3;1;;[];[];[];1.60.0;2;20000000;1;[];0;0;
;50046973;16;FeaturedSlot_Mummy_iOS_16;315;winCoins;0;Mummy;0;0;6000000000;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046974;16;FeaturedSlot_Mummy_iOS_16;316;doSpins;0;Mummy;0;0;180;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046975;16;FeaturedSlot_Mummy_iOS_16;317;doSpins;0;Mummy;0;0;165;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046976;16;FeaturedSlot_Mummy_iOS_16;318;winCoins;0;Mummy;0;0;5400000000;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046977;16;FeaturedSlot_Mummy_iOS_16;319;doSpins;0;Mummy;0;0;180;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046978;16;FeaturedSlot_Mummy_iOS_16;320;doSpins;0;Mummy;0;0;165;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046979;16;FeaturedSlot_Mummy_iOS_16;321;winCoins;0;Mummy;0;0;9800000000;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046980;16;FeaturedSlot_Mummy_iOS_16;322;doSpins;0;Mummy;0;0;180;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046981;16;FeaturedSlot_Mummy_iOS_16;323;winCoins;0;Mummy;0;0;14000000000;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046982;16;FeaturedSlot_Mummy_iOS_16;324;doSpins;0;Mummy;0;0;170;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046983;16;FeaturedSlot_Mummy_iOS_16;325;winCoins;0;Mummy;0;0;12000000000;30000000;3;1;;[];[];[];1.60.0;2;20000000;1;[];0;0;
;50046984;16;FeaturedSlot_Mummy_iOS_16;328;doSpins;0;Mummy;0;0;165;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046985;16;FeaturedSlot_Mummy_iOS_16;329;winCoins;0;Mummy;0;0;12000000000;30000000;3;1;;[];[];[];1.60.0;2;20000000;1;[];0;0;
;50046986;16;FeaturedSlot_Mummy_iOS_16;330;winCoins;0;Mummy;0;0;9800000000;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046987;16;FeaturedSlot_Mummy_iOS_16;331;doSpins;0;Mummy;0;0;170;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046988;16;FeaturedSlot_Mummy_iOS_16;332;doSpins;0;Mummy;0;0;165;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046989;16;FeaturedSlot_Mummy_iOS_16;333;winCoins;0;Mummy;0;0;8500000000;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046990;16;FeaturedSlot_Mummy_iOS_16;334;doSpins;0;Mummy;0;0;165;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046991;16;FeaturedSlot_Mummy_iOS_16;335;doSpins;0;Mummy;0;0;165;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046992;16;FeaturedSlot_Mummy_iOS_16;336;winCoins;0;Mummy;0;0;8900000000;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046993;16;FeaturedSlot_Mummy_iOS_16;337;doSpins;0;Mummy;0;0;205;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046994;16;FeaturedSlot_Mummy_iOS_16;338;winCoins;0;Mummy;0;0;11000000000;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
;50046995;16;FeaturedSlot_Mummy_iOS_16;339;winCoins;0;Mummy;0;0;15000000000;30000000;3;1;;[];[];[];1.60.0;2;20000000;1;[];0;0;
;50046996;16;FeaturedSlot_Mummy_iOS_16;340;doSpins;0;Mummy;0;0;165;30000000;3;1;;[];[];[];1.60.0;0;20000000;1;[];0;0;
